app_id,id,unix_time,thumbs_up,minutes_played,useful_score,text,dt,len,hours_played
730,193348174,1745341228,1,7687,0.5,"If you want to learn FPS games with mouse and keyboard, play this for 100 hours and your good.  Not actually good enough to play THIS game, but you can sweep up the noobs on COD for sure at least. Don't play this long term or you will run the risk of absolute neck-beard and fall completely out-of-touch with reality.",2025-04-22 17:00:28+00:00,317.0,128.11666666666667
730,193347885,1745340975,1,170220,0.5,"Great Game, Premier is much more playable than at the start of CS2",2025-04-22 16:56:15+00:00,66.0,2837.0
730,193347803,1745340904,1,43831,0.5,https://steamcommunity.com/id/karrigancsgo/inventory/#730_2_4168220072,2025-04-22 16:55:04+00:00,70.0,730.5166666666667
730,193347686,1745340814,0,1307,0.5,VAC is so bad. I'm leterly in a mach with a haker and bro is not getting banned,2025-04-22 16:53:34+00:00,79.0,21.783333333333335
730,193346690,1745339987,1,5230,0.5,best game in the world,2025-04-22 16:39:47+00:00,22.0,87.16666666666667
730,193346497,1745339829,1,10577,0.5,AW3Q4RW2Q23WzDSX5 GFT43EDCSX WAQZZXWA,2025-04-22 16:37:09+00:00,37.0,176.28333333333333
730,193346342,1745339683,1,5453,0.5,zzzzzzalupa ебаная,2025-04-22 16:34:43+00:00,18.0,90.88333333333334
730,193345989,1745339354,1,29905,0.5,made me racist to everyone,2025-04-22 16:29:14+00:00,26.0,498.4166666666667
730,193345929,1745339303,1,70219,0.5,"It will always be my favorite. But the amount of wall hackers is wild, on the flip side if you're good at swinging you can hit them first. Go kill the cheaters and make them call you one instead. This is the ultimate goal.",2025-04-22 16:28:23+00:00,222.0,1170.3166666666666
730,193345593,1745338982,1,1945,0.5,"I started playing this game only a few days ago and I think its really fun to play. Sure, ive already spent around 30 dollars in the first week of playing on skins. The biggest downside for me is that to play ranked you have to pay, however i also understand that since there is less cheaters willing to pay. All in all i think its a good game.",2025-04-22 16:23:02+00:00,344.0,32.416666666666664
730,193345288,1745338698,1,645635,0.5238095521926879,veri good,2025-04-22 16:18:18+00:00,9.0,10760.583333333334
730,193345080,1745338494,1,3893,0.5,i hate and love this game at the same time i love that you can shoot my teamates i hate that there are fumb teamates but thank to friendly fire i can make them regrete downlauding this game i love buying weapons but hate when opening. a case and get a gali not a karambyt,2025-04-22 16:14:54+00:00,271.0,64.88333333333334
730,193345012,1745338440,1,897,0.5,best game every,2025-04-22 16:14:00+00:00,15.0,14.95
730,193344992,1745338420,0,19824,0.5,no anticheat,2025-04-22 16:13:40+00:00,12.0,330.4
730,193344961,1745338390,1,506,0.5,Я гавнаед,2025-04-22 16:13:10+00:00,9.0,8.433333333333334
730,193344612,1745338067,1,19695,0.5,VAC = Valve allow cheat 🤡,2025-04-22 16:07:47+00:00,25.0,328.25
730,193344528,1745337995,1,5429,0.5,almost like irl 100% recomend,2025-04-22 16:06:35+00:00,29.0,90.48333333333333
730,193344354,1745337856,1,2922,0.5,"Идиот зеленый, почему ты не меняешь походку?    Game is fun. Gold Gold Gold.",2025-04-22 16:04:16+00:00,76.0,48.7
730,193344241,1745337756,1,40639,0.5238095521926879,Skibidi toilet,2025-04-22 16:02:36+00:00,14.0,677.3166666666667
730,193344188,1745337708,1,3509,0.5,"i love this game, they are better than a FPS game from Riot Games bruh",2025-04-22 16:01:48+00:00,70.0,58.483333333333334
730,193344174,1745337692,1,714,0.5,good game full of hackers,2025-04-22 16:01:32+00:00,25.0,11.9
730,193344068,1745337591,1,4461,0.5,I have developed a russian accent from playing this if someone has a fix pls contact me,2025-04-22 15:59:51+00:00,87.0,74.35
730,193344040,1745337558,0,135317,0.5,I need a knife gaben pls see this comment and bless me ty.,2025-04-22 15:59:18+00:00,58.0,2255.2833333333333
730,193343789,1745337313,1,10407,0.5,wiyhdudaw,2025-04-22 15:55:13+00:00,9.0,173.45
730,193343766,1745337290,0,3731,0.5,Got false banned after not playing the game for over a month,2025-04-22 15:54:50+00:00,60.0,62.18333333333333
730,193343351,1745336920,1,29447,0.5,Goat FPS,2025-04-22 15:48:40+00:00,8.0,490.78333333333336
730,193343333,1745336903,1,10986,0.5,nu o instalati va strica nervii,2025-04-22 15:48:23+00:00,31.0,183.1
730,193343202,1745336771,1,10928,0.5,game sampah ngapoin di update tod,2025-04-22 15:46:11+00:00,33.0,182.13333333333333
730,193342994,1745336586,0,137266,0.5238095521926879,"Cheaters everywhere, in you Team, in the enemy Team, even in you family, all cheaters.   Gaben cant do shit, cuz he doesnt care.   Gaben no idol anymore, he left us ... forever.",2025-04-22 15:43:06+00:00,177.0,2287.766666666667
730,193342656,1745336271,1,4875,0.5,"- leave valorant because of bad matchmaking, util spam, terrible teammates - enjoys cs2 - plays some more - has the same exact problems as valorant - already spent money, cant quit now",2025-04-22 15:37:51+00:00,184.0,81.25
730,193342634,1745336253,1,52891,0.5,I am almost a professional-level player at this game. I am very interested to see what new microtransactions Valve will add.    I honestly prefer the fact that the anti-cheat doesn't work and that most players are bots. It makes the microtransaction experience better.,2025-04-22 15:37:33+00:00,268.0,881.5166666666667
730,193342539,1745336162,1,2960,0.5,allot of cheaters but fun trolling people,2025-04-22 15:36:02+00:00,41.0,49.333333333333336
730,193342194,1745335808,1,30421,0.5238095521926879,Very good,2025-04-22 15:30:08+00:00,9.0,507.01666666666665
730,193341904,1745335520,1,444,0.5238095521926879,fine game,2025-04-22 15:25:20+00:00,9.0,7.4
730,193340599,1745334314,1,2323,0.5436766743659973,"Fun game, as long as there isn't some 14 year old cheater or 65 year old man shouting slurs...which is like 0% of games they all have at least one.",2025-04-22 15:05:14+00:00,147.0,38.71666666666667
730,193340590,1745334303,0,14651,0.5,Counter Strike Cheater Offensive,2025-04-22 15:05:03+00:00,32.0,244.18333333333334
730,193340501,1745334219,0,14187,0.5,THIS FUCKING BITCH ASS GAME KICKED ME OUT OF MY PREM GAME FOR NO REASON AT FUCKING ALL AND NOW I LOST 1K CANCER ELO BECAUSE OF THIS STUPID ASS VAC SYSTEM THAT ONLY KICK NORMAL PEOPLE AND DOES FUCK ALL TO ALL THE FUCKING CHEATERS IN THIS CANCER GAME. Without cheaters this game would be pretty chill. BUT FUCKING STOP KICKING ME FOR NO FUCKING REASON IF I GET KICKED ONE MORE FUCKING TIME I WILL HURT A FUCKING START BEATING THE HOMELESS,2025-04-22 15:03:39+00:00,436.0,236.45
730,193340404,1745334110,0,173712,0.5,Filled with cheaters shit game please gaben fix your fucking shit ass game FUCK THIS BULLSHIT,2025-04-22 15:01:50+00:00,93.0,2895.2
730,193339523,1745333258,1,8284,0.5,absolute banger but dont get addicted to the cs casino by accident,2025-04-22 14:47:38+00:00,66.0,138.06666666666666
730,193339374,1745333114,1,13182,0.5,Snorpeljingla approved,2025-04-22 14:45:14+00:00,22.0,219.7
730,193339312,1745333062,1,2563,0.5,"I hate playing this game, but i hate not playing it even more. This game has me in a vice grip that i cant escape",2025-04-22 14:44:22+00:00,113.0,42.71666666666667
730,193339271,1745333012,1,192747,0.5,https://steamcommunity.com/id/tizianking/inventory/#730_2_14897275266,2025-04-22 14:43:32+00:00,69.0,3212.45
730,193338751,1745332450,0,96568,0.5238095521926879,stay away if you wish your mental heath to prosper,2025-04-22 14:34:10+00:00,50.0,1609.4666666666667
730,193338452,1745332158,1,101287,0.5,https://steamcommunity.com/profiles/76561197997351207/inventory/#730_2_38824393644,2025-04-22 14:29:18+00:00,82.0,1688.1166666666666
730,193337942,1745331627,0,8078,0.5,"The game is fun, timeless, and genuinely satisfying to play. However, there's a major issue with cheaters, and they’re becoming more advanced. I’m not sure if this is specific to the East Asia server, but it’s filled with unkickable cheaters, bots spamming messages to promote gambling sites, and Death Match modes overrun by automated bots. Despite these issues, the core gameplay is still enjoyable, and I really hope a proper anti-cheat system is implemented soon.",2025-04-22 14:20:27+00:00,467.0,134.63333333333333
730,193337213,1745330893,1,22236,0.5,BANG BANG HAHAHAH,2025-04-22 14:08:13+00:00,17.0,370.6
730,193337006,1745330684,0,6657,0.5341615080833435,garbage game,2025-04-22 14:04:44+00:00,12.0,110.95
730,193336946,1745330637,1,2861,0.5,cool shooter online game,2025-04-22 14:03:57+00:00,24.0,47.68333333333333
730,193336833,1745330527,1,67589,0.5238095521926879,+rep by Pericc,2025-04-22 14:02:07+00:00,14.0,1126.4833333333333
730,193336812,1745330503,0,1352,0.5,In every competitive stage there are a lot of hackers.,2025-04-22 14:01:43+00:00,54.0,22.533333333333335
730,193336654,1745330351,1,14227,0.5,Best game if u want to loose ur sanity :D,2025-04-22 13:59:11+00:00,41.0,237.11666666666667
730,193336173,1745329845,1,3752,0.5,"I hate this Game, I love this game, i hate it to play, i play it daily",2025-04-22 13:50:45+00:00,70.0,62.53333333333333
730,193335728,1745329377,1,513,0.5,donk likes,2025-04-22 13:42:57+00:00,10.0,8.55
730,193335579,1745329239,1,2691,0.5,T] ● Ace‎ [DEAD] : you speak social network ?,2025-04-22 13:40:39+00:00,45.0,44.85
730,193334984,1745328585,0,5992,0.5,"Одни читеры. Играть просто не возможно. Valve просто забили огромный болт на игру и на своих покупателей. Не рекомендую. Еще и патруль убрали. Все с читами гоняют. 3 игры подряд отменили из-за читеров, система вак распознала. И потом еще и четвертая игра подряд читер, через стены стреляет и только. Никакого интереса к игре нету. Помойка. Обходите стороной",2025-04-22 13:29:45+00:00,357.0,99.86666666666666
730,193334380,1745327878,1,14957,0.5,"Je recommande, c’est plus efficace que Duolingo pour apprendre le russe",2025-04-22 13:17:58+00:00,71.0,249.28333333333333
730,193334291,1745327781,1,436,0.5,muito bom,2025-04-22 13:16:21+00:00,9.0,7.266666666666667
730,193334235,1745327719,1,19558,0.5,muy to bueno,2025-04-22 13:15:19+00:00,12.0,325.96666666666664
730,193334101,1745327565,1,15276,0.4872881174087524,Is a Brett. 👍👍,2025-04-22 13:12:45+00:00,14.0,254.6
730,193333942,1745327397,1,4519,0.5127118229866027,Cheaters paradise,2025-04-22 13:09:57+00:00,17.0,75.31666666666666
730,193333408,1745326742,1,239252,0.4872881174087524,fix bugs only xd,2025-04-22 12:59:02+00:00,16.0,3987.5333333333333
730,193333326,1745326646,1,585,0.5,"=== Graphics === 🔲 Looks like Minecraft 🔲 Acceptable in 2004 🔲 Decent 🔲 Pretty good ✅ Clean and crispy 🔲 Ultra-realistic 🔲 So realistic I tried to defuse my microwave  (Now with Source 2 lighting, so you can die beautifully.)  === System Requirements === 🔲 Any toaster will do 🔲 A 2010 laptop 🔲 Entry-level PC ✅ Gaming PC recommended 🔲 NASA workstation 🔲 Quantum computer  (If you want 300+ FPS for no reason, prepare your wallet.)  === Story === ✅ None 🔲 Terrorists bad, counter-terrorists good 🔲 Just bomb or don’t 🔲 Lore? This ain’t Overwatch  (The only narrative is who’s blaming who in voice chat.)  === Gameplay === 🔲 Just click heads 🔲 Run ‘n gun (lol no) ✅ Peak tactical shooter 🔲 One tap = dopamine overload 🔲 Tense enough to cause heart issues  (Every second counts. Every bullet counts. Every teammate yells.)  === Complexity === 🔲 Easy peasy 🔲 Simple at first 🔲 Easy to learn, hard to master ✅ “Why is that guy throwing a smoke 7 miles away?” 🔲 Needs a PhD in utility usage  === Difficulty === 🔲 Even my goldfish can ace 🔲 Chill 🔲 Sweaty ✅ Full tryhard every match 🔲 Welcome to Elo Hell 🔲 You either clutch or uninstall  === Playtime === 🔲 15-minute breaks 🔲 1-hour sessions 🔲 10 hours a week 🔲 Hundreds of hours ✅ 2k+ hours and still Silver  (Warm-up, ranked, tilt, repeat.)  === Sound / Music === 🔲 Gun go bang 🔲 Footsteps and nothing else 🔲 Acceptable ✅ Sound = survival 🔲 Audio so precise you hear your own guilt 🔲 Best experience with 200€ headphones  === Bugs === 🔲 None 🔲 Minor stuff ✅ Smokes doing parkour 🔲 Desync like it’s 2015 🔲 Valve still working on it™  (Still better netcode than some AAA shooters, somehow.)  === Audience === 🔲 Casual gamers 🔲 Fortnite kids 🔲 Boomers who miss 1.6 ✅ Sweaty teens and old-timers with 10k hours 🔲 Pros with laser eyes  === Worth Buying? === 🔲 It’s free ✅ Yes, if you enjoy pain 🔲 Only with friends 🔲 Only if your aim isn’t trash 🔲 Buy a new mouse instead  === Final Score === ✅ 9/10 It’s Counter-Strike. You’ll cry, scream, and still queue again. See you in Inferno, rushing B with zero utility.",2025-04-22 12:57:26+00:00,2054.0,9.75
730,193333242,1745326545,0,16734,0.5,"trashh game  , lots of  cheeterzzz , fix this game",2025-04-22 12:55:45+00:00,50.0,278.9
730,193332872,1745326073,1,29456,0.5,https://steamcommunity.com/profiles/76561197973845818/inventory/#730_2_573158605,2025-04-22 12:47:53+00:00,80.0,490.93333333333334
730,193332711,1745325877,0,15453,0.5,you already know,2025-04-22 12:44:37+00:00,16.0,257.55
730,193332398,1745325460,1,13400,0.5,Case Simulator 2,2025-04-22 12:37:40+00:00,16.0,223.33333333333334
730,193332273,1745325298,1,23676,0.5,best game of all time,2025-04-22 12:34:58+00:00,21.0,394.6
730,193332195,1745325197,1,11695,0.5,greatest online game of all time,2025-04-22 12:33:17+00:00,32.0,194.91666666666666
730,193332071,1745325031,1,6207,0.5,I still wonder why do I even bother to still play this game,2025-04-22 12:30:31+00:00,59.0,103.45
730,193332037,1745324967,1,71098,0.5238095521926879,Gud Gaem,2025-04-22 12:29:27+00:00,8.0,1184.9666666666667
730,193331955,1745324860,0,22811,0.5,"Good game! I recommend it, play too good and get VAC:D",2025-04-22 12:27:40+00:00,54.0,380.18333333333334
730,193331944,1745324849,1,65727,0.5,man game,2025-04-22 12:27:29+00:00,8.0,1095.45
730,193331856,1745324744,1,1551,0.5,My fav game,2025-04-22 12:25:44+00:00,11.0,25.85
730,193331293,1745323991,1,1359,0.5,this game ruined my life,2025-04-22 12:13:11+00:00,24.0,22.65
730,193331226,1745323906,1,6412,0.5,bun rau smreu,2025-04-22 12:11:46+00:00,13.0,106.86666666666666
730,193331023,1745323630,1,6201,0.5454545617103576,bingo pelas,2025-04-22 12:07:10+00:00,11.0,103.35
730,193330164,1745322498,1,38247,0.5238095521926879,steam://rungame/730/76561202255233023/+csgo_download_match%20CSGO-oBt4q-YHyob-2Wc4r-L4EZt-vWHzN BAN BAN BAN,2025-04-22 11:48:18+00:00,107.0,637.45
730,193329728,1745321884,0,66898,0.5,Fart game make blood pressure go up,2025-04-22 11:38:04+00:00,35.0,1114.9666666666667
730,193329622,1745321764,1,3526,0.5,tare ba............,2025-04-22 11:36:04+00:00,19.0,58.766666666666666
730,193328720,1745320513,1,26184,0.5,i rov it,2025-04-22 11:15:13+00:00,8.0,436.4
730,193328479,1745320172,1,3070,0.5,"this game has a lot of racist people but the game doesnt give a dam,or cheaters ass well.",2025-04-22 11:09:32+00:00,89.0,51.166666666666664
730,193328440,1745320115,0,1380,0.5,steam tried to limit me from this review. do not play this game.,2025-04-22 11:08:35+00:00,64.0,23.0
730,193328321,1745319941,1,3660,0.5238095521926879,best gamed,2025-04-22 11:05:41+00:00,10.0,61.0
730,193328131,1745319673,1,91792,0.5,"very good game, alot of toxic people but very good game",2025-04-22 11:01:13+00:00,55.0,1529.8666666666666
730,193327918,1745319382,1,13132,0.5,SUKA BLYAT 10,2025-04-22 10:56:22+00:00,13.0,218.86666666666667
730,193327851,1745319287,1,834,0.5238095521926879,I highly recommend this game to valorant pubg and free fire players,2025-04-22 10:54:47+00:00,67.0,13.9
730,193327628,1745318949,1,3969,0.5,"have some friends coach you, play solo queue, encounter many many cheaters, being called a cheater, and your cs2 experience is complete",2025-04-22 10:49:09+00:00,135.0,66.15
730,193326613,1745317416,1,60986,0.5,Just don't solo queue,2025-04-22 10:23:36+00:00,21.0,1016.4333333333333
730,193326601,1745317394,1,59844,0.5,Fun to play and someday hoping my aim will be better. xD Cs2 everyday.,2025-04-22 10:23:14+00:00,70.0,997.4
730,193326410,1745317072,1,1256,0.5,"Fun to play, today I started my journey with prime status. I hope my aim will get better afterwards. xD",2025-04-22 10:17:52+00:00,103.0,20.933333333333334
730,193325492,1745315541,1,26586,0.5,I love and hate it at the same time.,2025-04-22 09:52:21+00:00,36.0,443.1
730,193325345,1745315297,1,13838,0.5,you can shoot russians,2025-04-22 09:48:17+00:00,22.0,230.63333333333333
730,193324989,1745314713,0,73905,0.5,yarrrrrrrrrrrrrrrrram gibi oyun,2025-04-22 09:38:33+00:00,31.0,1231.75
730,193324932,1745314622,1,179021,0.5,3k hours of speaking unproffesional russian . 10/10 do reccomend,2025-04-22 09:37:02+00:00,64.0,2983.6833333333334
730,193324919,1745314596,1,2140,0.5238095521926879,i like this game,2025-04-22 09:36:36+00:00,16.0,35.666666666666664
730,193324410,1745313748,1,4382,0.5,the graphic are very good,2025-04-22 09:22:28+00:00,25.0,73.03333333333333
730,193324378,1745313705,0,6693,0.5,too much cheaters even with prime,2025-04-22 09:21:45+00:00,33.0,111.55
730,193324357,1745313670,1,67057,0.5238095521926879,Game is Good,2025-04-22 09:21:10+00:00,12.0,1117.6166666666666
730,193323942,1745312985,0,39644,0.5,Why not delete SSG08????? VAC damn it,2025-04-22 09:09:45+00:00,37.0,660.7333333333333
730,193323921,1745312949,1,104103,0.5238095521926879,makes me sad,2025-04-22 09:09:09+00:00,12.0,1735.05
730,193323784,1745312712,1,990,0.5,donation scrapyard,2025-04-22 09:05:12+00:00,18.0,16.5
730,193323374,1745312028,1,5661,0.5,cheater game dog game,2025-04-22 08:53:48+00:00,21.0,94.35
730,193323186,1745311707,0,15841,0.5,"vymrda pičovina, zjebská zabugovaná mrdka",2025-04-22 08:48:27+00:00,41.0,264.01666666666665
730,193323131,1745311612,1,4420,0.5,clears valorant,2025-04-22 08:46:52+00:00,15.0,73.66666666666667
730,193322988,1745311357,1,4418,0.5,russian guy said to kms,2025-04-22 08:42:37+00:00,23.0,73.63333333333334
730,193322340,1745310273,1,1091,0.5,"pure fire. i turn the corner, jumpscare. i go into a buildig on inferno, jumpscare. everywhere i go, jumpscare",2025-04-22 08:24:33+00:00,110.0,18.183333333333334
730,193322186,1745310015,1,23210,0.5238095521926879,run and gun,2025-04-22 08:20:15+00:00,11.0,386.8333333333333
730,193321957,1745309571,1,8110,0.5,fix anti-cheat and its gg for every other fps,2025-04-22 08:12:51+00:00,45.0,135.16666666666666
730,193321803,1745309284,1,5068,0.5,good russian lessons.,2025-04-22 08:08:04+00:00,21.0,84.46666666666667
730,193321731,1745309151,1,5798,0.5238095521926879,"This is a great game and I have been playing CS since I was a kid and I love it.  There is just one small problem: the anti-cheat doesn't fight it and doesn't ban cheaters.  If this story is true and if this anti-cheat problem is solved, CSGO2 will be the best game in the world",2025-04-22 08:05:51+00:00,278.0,96.63333333333334
730,193321504,1745308738,1,4654,0.5,Why everyone looking at their feet while playing?,2025-04-22 07:58:58+00:00,49.0,77.56666666666666
730,193321466,1745308668,0,6246,0.5,Keep getting voted off servers for using guns in games where people are farming knife xp. Horrible game mechanic.,2025-04-22 07:57:48+00:00,113.0,104.1
730,193321050,1745307883,1,7711,0.5238095521926879,🌟🌟🌟🌟🌟（5/5）,2025-04-22 07:44:43+00:00,10.0,128.51666666666668
730,193320919,1745307598,1,63659,0.5,it is very good,2025-04-22 07:39:58+00:00,15.0,1060.9833333333333
730,193320741,1745307268,1,412234,0.5454545617103576,Counter-Strike: Global Cooldown,2025-04-22 07:34:28+00:00,31.0,6870.566666666667
730,193320645,1745307079,1,4481,0.5,just open cases that's all you need anyway,2025-04-22 07:31:19+00:00,42.0,74.68333333333334
730,193320495,1745306786,1,1899,0.5238095521926879,very nice,2025-04-22 07:26:26+00:00,9.0,31.65
730,193320428,1745306668,1,4682,0.5,nice one!,2025-04-22 07:24:28+00:00,9.0,78.03333333333333
730,193320351,1745306545,1,20353,0.5,Cool Game,2025-04-22 07:22:25+00:00,9.0,339.21666666666664
730,193320200,1745306261,1,8324,0.5,https://steamcommunity.com/id/jL-13/inventory/#730_2_38824393599  https://steamcommunity.com/profiles/76561198113666193/inventory/#730_2_30625055369 https://steamcommunity.com/id/b1t333/inventory/#730_2_15575653917,2025-04-22 07:17:41+00:00,214.0,138.73333333333332
730,193320155,1745306177,1,7957,0.5,bladee likes :),2025-04-22 07:16:17+00:00,15.0,132.61666666666667
730,193320069,1745306025,1,8745,0.5238095521926879,Entertaining,2025-04-22 07:13:45+00:00,12.0,145.75
730,193319932,1745305802,1,99128,0.5,YOU SHOULD PLAY THIS GAME ITS VERY FUN,2025-04-22 07:10:02+00:00,38.0,1652.1333333333334
730,193319733,1745305388,1,18223,0.5,dog shit game,2025-04-22 07:03:08+00:00,13.0,303.71666666666664
730,193319305,1745304595,0,228820,0.5238095521926879,"they had something great and now its a money cash grab, terrible servers, terrible cheaters, terrible gunplay. An absolute down grade to what was considered one of the best fps games of all time.",2025-04-22 06:49:55+00:00,195.0,3813.6666666666665
730,193319079,1745304138,1,1818,0.5,hi i love counter strike,2025-04-22 06:42:18+00:00,24.0,30.3
730,193318993,1745304000,1,24451,0.5,big gun go bang,2025-04-22 06:40:00+00:00,15.0,407.51666666666665
730,193318742,1745303535,1,19811,0.5,"I love watching my friend's gamble away there paychecks. (You know who you are, you knife unboxing freak.)",2025-04-22 06:32:15+00:00,106.0,330.18333333333334
730,193318682,1745303396,0,10777,0.5,"Too many cheaters, save your mental health don't play :)",2025-04-22 06:29:56+00:00,56.0,179.61666666666667
730,193317282,1745300615,1,7054,0.5,had 800k hours on csgo main and have have a lot of fun and skill creation on this game been playing since i was 12 and am now 18 and rusty asf,2025-04-22 05:43:35+00:00,142.0,117.56666666666666
730,193317162,1745300397,1,7970,0.5,a lot of hacker!,2025-04-22 05:39:57+00:00,16.0,132.83333333333334
730,193317041,1745300176,1,10847,0.5,its a good game,2025-04-22 05:36:16+00:00,15.0,180.78333333333333
730,193316697,1745299551,1,2936,0.5,Its a good game if u want u demadge your brain like me.,2025-04-22 05:25:51+00:00,55.0,48.93333333333333
730,193316364,1745298915,1,2691,0.4899497628211975,I like this game pure chaos but too many hacker,2025-04-22 05:15:15+00:00,47.0,44.85
730,193316360,1745298911,0,2519,0.5100502967834472,"Really bad experience, many cheaters and the game is basically a gambling addiction camouflaged as a game, no matter how good you are and how many hours you play you still have to spend real money on keys and cases, it is scary that many children play and what is being promoted to them. I heard that games are now hiring casino managers to make their games more addictive, I think this is what happened to our beloved franchise, sad.",2025-04-22 05:15:11+00:00,434.0,41.983333333333334
730,193316313,1745298787,1,21118,0.5,fix your game valve,2025-04-22 05:13:07+00:00,19.0,351.96666666666664
730,193315875,1745297959,1,62683,0.5,GREAT GAME LOVE IT TOLD ALL MY FRIENDS ABOUT OPENING CASES FOR BIG MONEY,2025-04-22 04:59:19+00:00,72.0,1044.7166666666667
730,193315797,1745297794,1,5795,0.5,REALY cood,2025-04-22 04:56:34+00:00,10.0,96.58333333333333
730,193315790,1745297788,1,10046,0.5,"good game, funny moments",2025-04-22 04:56:28+00:00,24.0,167.43333333333334
730,193315670,1745297587,1,8878,0.5,its so heat,2025-04-22 04:53:07+00:00,11.0,147.96666666666667
730,193315428,1745297121,1,67094,0.5,"Que a premier, none of your teammates have mics (lit) communication not needed for this game. Enemy team using walls (prays to VAC, no response). lose game *opens faceit*",2025-04-22 04:45:21+00:00,170.0,1118.2333333333333
730,193315318,1745296925,0,24916,0.5,Just got banned for 20 hours along with my friend who they said was cheating. We in fact lost the game and do not cheat. If you want to play a game made by North Koreans please continue playing this game.,2025-04-22 04:42:05+00:00,204.0,415.26666666666665
730,193314704,1745295800,1,11301,0.5238095521926879,"I got on the game, started a match and a guy was looking for worms while rotating at the speed of sound",2025-04-22 04:23:20+00:00,103.0,188.35
730,193314457,1745295318,1,13148,0.5,The anti cheat needs more work but overall does better than most games. Would recommend,2025-04-22 04:15:18+00:00,87.0,219.13333333333333
730,193314137,1745294743,1,55450,0.5,"GREAT GAME  TO PLAY WITH FRIENDS AND ALONE, ALSO VERY COMPETITIVE",2025-04-22 04:05:43+00:00,65.0,924.1666666666666
730,193312796,1745292517,1,613534,0.5,https://steamcommunity.com/profiles/76561198041683378/inventory/#730_2_14897275257,2025-04-22 03:28:37+00:00,82.0,10225.566666666668
730,193312151,1745291509,1,24536,0.5185185670852661,"It's honestly an awful game on a subjective level that has what I consider to me some of the most bizarre shooting mechanics that I guess allow for a high skill ceiling while simultaneously leading to the most appalling accuracy for some and a point and click adventure for others.  Even with that said I enjoy it fundamentally and the community is actually pretty fun most of the time.  To be fair as well, I am pushing 50 and it's the only shooter my friends will play with me so I guess I recommend it.",2025-04-22 03:11:49+00:00,505.0,408.93333333333334
730,193312118,1745291448,1,81376,0.5185185670852661,Got a few cheaters aye,2025-04-22 03:10:48+00:00,22.0,1356.2666666666667
730,193311913,1745291145,1,5144,0.5,DEAR GOD HELP MEEEEEEEE AHHHHHHHHHHH,2025-04-22 03:05:45+00:00,36.0,85.73333333333333
730,193311907,1745291129,1,7727,0.5,20 years. 20 years and I still hate this game. But damn do I love it.,2025-04-22 03:05:29+00:00,69.0,128.78333333333333
730,193311700,1745290800,0,60471,0.5,vac still not in a good state,2025-04-22 03:00:00+00:00,29.0,1007.85
730,193311543,1745290563,1,30314,0.5435684919357299,Pain in the ass,2025-04-22 02:56:03+00:00,15.0,505.23333333333335
730,193311353,1745290229,0,8229,0.5,add cache back to comp pool then this review will change to positive,2025-04-22 02:50:29+00:00,68.0,137.15
730,193311109,1745289872,1,13790,0.5,GOod game,2025-04-22 02:44:32+00:00,9.0,229.83333333333334
730,193311022,1745289762,0,120359,0.5994274020195007,"this game actually just sucks  it is an incredibly frustrating game   youre trying to improve at the game and youre playing ranked, the formula for a counterstrike game is trying to improve but never truly having fun, stuck with teammates who harass you for any little mistake you make, forced to listen to racism, homophobia, misogyny and all sorts of toxicity that force you to mute teammates in a game where communication is incredibly important, while the enemy team either has a smurf owning you or are a blatant wallhacker and youre just losing and feeling like garbage for it, youre playing the same maps with the same guns and the same strategies, the developers cant be bothered making a good anti cheat because they simply dont care because they rake in $millions of dollars from people who want to gamble their money for a 0.000000001% chance for a knife   this game turns people into assholes   youre only truly free when you get out of low ELO  and then youve only got cheaters  uninstall or dont install in the first place",2025-04-22 02:42:42+00:00,1036.0,2005.9833333333333
730,193310819,1745289472,1,15373,0.52173912525177,i love this game,2025-04-22 02:37:52+00:00,16.0,256.21666666666664
730,193310740,1745289347,1,13838,0.4761904776096343,i like this,2025-04-22 02:35:47+00:00,11.0,230.63333333333333
730,193310107,1745288474,0,22516,0.5,GAME BAD,2025-04-22 02:21:14+00:00,8.0,375.26666666666665
730,193309822,1745287998,1,1067,0.5,mazen bought this for me he is a true terrorist,2025-04-22 02:13:18+00:00,47.0,17.783333333333335
730,193309643,1745287744,1,2997,0.5,suiiiiii,2025-04-22 02:09:04+00:00,8.0,49.95
730,193309170,1745287066,1,4510,0.5,i love feet,2025-04-22 01:57:46+00:00,11.0,75.16666666666667
730,193308882,1745286649,1,3146,0.5,I suck so much but I still love it after all these years,2025-04-22 01:50:49+00:00,56.0,52.43333333333333
730,193308619,1745286268,0,17954,0.5,"Full of cheaters, not recommended to buy prime and play this.",2025-04-22 01:44:28+00:00,61.0,299.23333333333335
730,193308589,1745286224,1,71452,0.5,worst cheater filled mess ever. Uninstalled. Sold all my skins. Fuck this game.,2025-04-22 01:43:44+00:00,79.0,1190.8666666666666
730,193307922,1745285278,1,75114,0.5,BAD GAME,2025-04-22 01:27:58+00:00,8.0,1251.9
730,193307880,1745285217,0,900,0.5,"filled with hackers, takes forever to get to your skill rank not even worth the stress of playing against the smuf alt accounts and hackers to get to your skill rank",2025-04-22 01:26:57+00:00,165.0,15.0
730,193307527,1745284754,1,84778,0.5,very much nice,2025-04-22 01:19:14+00:00,14.0,1412.9666666666667
730,193307380,1745284547,1,3162,0.5,internet kafe mi orası?,2025-04-22 01:15:47+00:00,23.0,52.7
