730,199898289,1752623690,1,65620,0.5,pls help,2025-07-15 23:54:50+00:00,8.0,1093.6666666666667
730,199898203,1752623582,1,5230,0.5,"cs2 really feels pretty good now, the faster pace felt weird at the start but i think most people have adapted by now. best shooting and movement mechs in any shooter imo(except titanfall 2)",2025-07-15 23:53:02+00:00,190.0,87.16666666666667
730,199898083,1752623443,0,2256,0.5,%90 of playerbase using WALLHACK + AİMBOT. Thanks Valve for doing nothing. Maybe they creating and selling these cheat sofwares who knows?,2025-07-15 23:50:43+00:00,138.0,37.6
730,199897811,1752623107,1,61719,0.5,"nah, why the fuck do people still play this",2025-07-15 23:45:07+00:00,43.0,1028.65
730,199897632,1752622881,0,22152,0.5,"I used to laugh when people said video games could ruin lives. I always thought, ""Come on, it's just entertainment. It’s harmless."" But I was wrong. Dead wrong.    It started small  $2.50 here, $5 there just cracking open a CS:GO case or two after work. It felt innocent, almost like scratching a lottery ticket. The adrenaline rush, that fleeting hope of a rare knife or a stat-track AK... it was addictive. And that’s the thing it is addictive.    At first, my girlfriend didn’t mind. She knew I was into games, and I brushed it off as a hobby. But she didn’t see the nights I’d stay up until 3 a.m., eyes bloodshot, wallet lighter, obsessively watching unboxing videos and convincing myself the next one would hit big. She didn't see the PayPal alerts stacking up, the credit card quietly inching closer to its limit.    Then came our daughter. That should’ve been my wake-up call.    But instead of stepping up, I spiraled further. I told myself I deserved to treat myself, even when diapers, formula, and bills were piling up. I missed doctor appointments because I was chasing a virtual butterfly knife. I lied constantly. To her. To myself. I told her we were just “a little tight” on money. I even took money from our joint account behind her back.    Eventually, she found out. The look in her eyes wasn’t even anger  it was disappointment. That hurt worse than any fight. She told me I wasn’t present anymore not for her, not for our daughter. I was gambling away our stability on pixelated skins I couldn’t even touch in real life. I tried to quit. I really did. But I'd always justify just one more case. One more try. One more shot at something rare.    But it wasn’t one more. It was hundreds more. And I watched my relationship slip through my fingers like dust.    She left three months ago. Took our daughter. Said she needed to protect her from growing up around someone who couldn’t control himself. And honestly? She was right.    Now I sit here in a near empty apartment with an inventory full of useless skins and a heart full of regret. The dopamine hits are gone. The hype is gone. And all I’m left with is the wreckage of what I destroyed chasing a digital high.    I don’t even open cases anymore not because I’m better, but because I’m broke. I can’t afford to. And I don’t know if I’ll ever earn their trust back. But I’m trying. One day at a time.    If you’re reading this and thinking it’s just a game be careful. Because for me, it wasn’t just a game. It was the beginning of the end.",2025-07-15 23:41:21+00:00,2516.0,369.2
730,199897062,1752622228,1,38794,0.5238095521926879,Very amazing game made me wanna change genders,2025-07-15 23:30:28+00:00,46.0,646.5666666666667
730,199897032,1752622190,1,25063,0.5,"Jogão, mas depois de quase 2 anos, a otimização deveria estar muito melhor.",2025-07-15 23:29:50+00:00,75.0,417.71666666666664
730,199896726,1752621830,1,1401,0.5238095521926879,"Great Game, but the amount of cheating players is rather annoying. I still recommend the game. There can be great team play with fun online gamer's.",2025-07-15 23:23:50+00:00,148.0,23.35
730,199896714,1752621823,1,429,0.5238095521926879,"i like this game, but i dont like the cheaters",2025-07-15 23:23:43+00:00,46.0,7.15
730,199896635,1752621729,0,24314,0.5,infuriating,2025-07-15 23:22:09+00:00,11.0,405.23333333333335
730,199896617,1752621708,0,19091,0.5,WHERE TF IS CACHE,2025-07-15 23:21:48+00:00,17.0,318.18333333333334
730,199896252,1752621302,1,687,0.5,ct sided map,2025-07-15 23:15:02+00:00,12.0,11.45
730,199896249,1752621300,1,20352,0.5,https://steamcommunity.com/profiles/76561198165673170/inventory/#730_2_30168174686 https://steamcommunity.com/profiles/76561198318510787/inventory/#730_2_11162953933 https://steamcommunity.com/profiles/76561198318510787/inventory/#730_2_11150759828 https://steamcommunity.com/profiles/76561198284739628/inventory/#730_2_29404414201   trust bro,2025-07-15 23:15:00+00:00,343.0,339.2
730,199896201,1752621242,0,51513,0.5178571939468383,Good game because of its history but full of cheaters and a shitty anti-cheat. Play Valorant instead and stay safe of headaches and gambling addiction. :),2025-07-15 23:14:02+00:00,154.0,858.55
730,199895870,1752620882,1,8307,0.5,"epic game, just vac dont work :|",2025-07-15 23:08:02+00:00,32.0,138.45
730,199895816,1752620822,1,28364,0.5,"i just love the fact i downloaded this game and ended up with a crippling gambling addiction. opening hundreds of cases just to get blue is such a thrilling experience. i dont even play the game anymore, i just go on to open cases and get nowhere near my moneys worth. download to also feel the dopamine of seeing pixels worth money get added to your inventory.",2025-07-15 23:07:02+00:00,361.0,472.73333333333335
730,199895689,1752620670,1,184239,0.5,it's okay i guess,2025-07-15 23:04:30+00:00,17.0,3070.65
730,199895517,1752620467,1,1752,0.5,lobotomi (very gut gam),2025-07-15 23:01:07+00:00,23.0,29.2
730,199895438,1752620380,1,5703,0.5,https://steamcommunity.com/id/SparklesYT/inventory#730_2_41711717677 https://steamcommunity.com/id/SparklesYT/inventory#730_2_32006775053 https://steamcommunity.com/profiles/76561198410963248/inventory/#730_2_39065507401,2025-07-15 22:59:40+00:00,220.0,95.05
730,199895297,1752620216,1,42721,0.5,WHERE IS SEASON 3!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2025-07-15 22:56:56+00:00,45.0,712.0166666666667
730,199894455,1752619304,0,237,0.5,10/10 would not reccommend just as many hackers as call of duty,2025-07-15 22:41:44+00:00,63.0,3.95
